21,20,19,18,17,16,15,14,13,12,12,11,10,10,9,9,8,8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,1,0,0,-1,-1,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-3,-3,-3,-2,-1,0,1,2,3,4
21,20,19,17,16,15,14,13,12,11,11,10,10,9,9,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,2,2,2,1,1,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,0,0,1,3,4,5,6
21,19,18,17,15,14,13,12,11,10,10,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,2,3,4,6,7,8
20,18,17,15,14,13,12,11,10,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,2,2,2,2,2,2,3,4,5,6,7,8,9
18,16,15,13,12,11,10,9,8,8,7,7,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,9,9,9,8,8,8,8,7,7,7,6,6,5,5,5,4,4,4,4,4,5,5,6,7,8,9,10
15,14,12,11,10,9,8,7,7,6,6,6,6,5,6,6,6,6,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,4,4,4,4,5,5,5,5,6,6,7,7,7,8,8,9,9,9,10,10,11,11,12,12,12,12,12,12,12,12,12,11,11,10,10,9,9,8,8,8,7,7,6,6,6,6,6,6,6,7,8,8,9,11
12,11,9,8,7,7,6,6,5,5,5,5,5,5,5,6,6,6,7,7,7,8,8,9,9,9,9,9,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,7,7,8,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15,16,16,16,15,15,14,14,13,13,12,12,11,11,10,10,9,9,8,8,8,8,8,8,8,8,9,10,10,11
9,8,7,6,5,5,4,4,4,4,4,4,4,5,5,5,6,6,6,7,7,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,8,9,9,9,10,10,11,11,12,12,13,14,14,15,15,16,16,17,17,18,18,18,19,18,18,18,18,17,17,16,16,15,15,14,13,13,12,11,11,10,10,10,10,9,10,10,10,10,11,11,12
6,5,4,3,3,3,2,2,2,3,3,3,4,4,4,4,5,5,5,6,6,7,7,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,13,14,14,15,16,16,17,17,18,19,19,20,20,21,21,21,21,21,21,21,21,20,20,19,19,18,17,17,16,15,14,14,13,12,12,11,11,11,11,11,12,12,12,13,14
3,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,15,16,17,17,18,19,19,20,21,21,22,22,23,23,23,23,24,24,23,23,23,23,22,22,21,21,20,19,18,17,16,16,15,14,14,13,13,13,13,13,13,14,14,15,16
0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,2,2,3,3,4,5,5,6,6,7,7,7,8,8,8,8,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,15,15,15,16,16,17,17,18,19,20,20,21,22,22,23,23,24,24,25,25,25,25,25,25,25,25,25,24,24,24,23,22,21,21,20,19,18,17,17,16,16,15,15,15,15,15,15,16,16,17,18
-3,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,0,0,1,1,2,3,3,4,4,5,5,6,6,6,6,6,6,6,7,7,7,8,8,9,9,9,10,10,11,11,11,12,12,12,13,13,13,13,13,14,14,14,14,15,15,15,15,15,15,16,16,17,18,18,19,19,20,21,22,22,23,24,24,25,25,26,26,26,27,27,27,27,27,26,26,26,25,25,24,24,23,22,21,21,20,19,19,18,18,17,17,17,17,17,17,17,18,18,19,21
-5,-6,-5,-5,-5,-4,-4,-3,-3,-3,-2,-2,-1,-1,0,1,1,2,3,3,4,4,4,4,5,5,5,5,4,5,5,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13,14,14,14,14,15,15,15,15,15,16,16,16,17,17,18,19,20,20,21,22,23,24,24,25,26,26,27,27,28,28,28,28,28,28,28,28,27,27,26,26,25,25,24,23,22,22,21,21,20,20,19,19,19,18,18,18,18,19,19,20,21,22,23
-8,-7,-7,-6,-6,-6,-5,-5,-4,-3,-3,-2,-1,0,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,10,11,11,12,12,13,13,13,14,14,14,15,15,15,16,16,16,16,17,17,18,18,19,20,21,22,23,24,25,25,26,27,27,28,28,29,29,29,29,29,29,28,28,28,27,26,26,25,25,24,23,23,22,21,21,20,20,20,20,19,19,20,20,20,21,21,22,23,24,26
-9,-9,-8,-8,-7,-7,-6,-5,-4,-3,-2,-1,0,1,1,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,6,7,7,8,9,10,11,11,12,12,13,13,14,14,14,15,15,15,16,16,16,16,17,17,17,18,19,20,21,22,23,24,25,25,26,27,28,28,29,29,29,30,30,30,29,29,28,28,27,27,26,25,25,24,23,22,22,21,21,21,20,20,20,20,20,21,21,22,22,23,24,25,26,28
-11,-10,-10,-9,-8,-7,-5,-4,-2,-1,0,1,2,3,3,4,4,4,4,4,4,3,3,2,2,1,1,1,1,1,1,1,0,0,1,1,1,2,3,4,5,6,7,8,8,9,10,11,12,12,13,13,13,14,14,15,15,15,15,16,16,16,17,17,18,18,19,20,21,22,23,24,25,26,27,28,28,29,30,30,30,30,30,30,30,29,29,28,27,26,26,25,24,23,23,22,21,21,21,21,21,21,21,21,22,22,23,24,24,26,27,28,30
-12,-11,-10,-9,-7,-5,-4,-2,0,1,2,4,4,5,6,6,6,6,6,5,5,4,3,2,2,1,1,0,0,0,-1,-1,-1,-2,-2,-1,-1,0,0,1,2,3,4,5,7,8,9,10,10,11,12,12,13,13,14,14,14,15,15,15,15,16,16,16,17,18,18,19,20,21,22,23,24,26,27,28,29,30,30,31,32,32,32,32,31,31,30,29,28,27,26,25,25,24,23,22,22,21,21,21,21,21,21,22,22,23,24,25,26,27,29,30,32
-13,-11,-10,-8,-6,-4,-2,0,2,4,5,6,7,8,8,8,8,8,7,7,6,5,4,3,2,1,0,0,-1,-1,-2,-2,-3,-3,-3,-3,-3,-2,-2,-1,0,1,2,3,4,5,7,8,9,10,10,11,12,12,13,13,14,14,14,14,15,15,15,16,16,17,18,19,20,21,22,23,24,26,27,28,30,31,32,33,33,34,34,34,34,33,32,31,30,28,27,26,25,24,23,22,22,21,21,21,21,22,22,23,23,24,25,26,27,29,30,32,33
-13,-11,-8,-6,-4,-2,1,3,5,7,8,9,10,11,11,12,11,11,10,9,8,6,5,4,2,1,0,-1,-1,-2,-3,-3,-3,-4,-3,-3,-3,-3,-3,-3,-2,-1,0,1,2,3,4,6,7,8,9,10,11,12,12,13,13,13,14,14,14,15,15,15,16,17,18,19,20,21,22,24,25,27,28,30,31,32,33,34,35,35,36,35,35,34,33,32,31,29,28,27,26,25,24,23,22,22,22,22,22,22,23,23,24,25,26,27,29,30,32,34,35
-12,-10,-7,-4,-2,1,3,5,7,9,11,12,13,14,15,15,15,14,13,11,10,8,6,5,3,2,0,-1,-2,-3,-3,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-1,0,1,3,4,5,7,8,9,10,11,12,12,13,13,14,14,14,15,15,16,16,17,18,19,20,21,23,24,26,28,29,31,32,33,34,35,36,36,36,36,36,35,34,32,31,30,28,27,26,25,24,24,23,23,22,22,23,23,24,24,25,26,27,29,31,32,34,35,36
-11,-8,-5,-3,0,3,5,7,9,11,13,14,15,16,17,17,17,17,16,14,12,10,8,6,4,2,1,-1,-2,-3,-4,-4,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-1,-1,0,0,2,3,4,6,7,8,10,11,12,12,13,14,14,15,15,15,16,16,17,18,19,20,21,22,24,26,27,29,30,32,33,34,35,36,36,36,36,36,36,35,34,32,31,30,29,27,26,26,25,24,24,23,23,23,24,24,25,25,26,28,29,31,33,34,36,36,37
-10,-7,-4,-1,1,4,7,9,11,13,15,16,18,18,19,19,19,19,18,17,14,12,9,7,5,3,1,0,-2,-3,-4,-5,-5,-5,-5,-4,-3,-2,-2,-1,0,0,0,1,1,2,3,3,4,5,7,8,9,11,12,13,14,15,15,16,16,17,17,18,18,19,20,21,22,24,25,27,28,30,31,33,34,35,36,36,36,36,36,36,35,34,34,32,31,30,28,27,27,26,25,25,24,24,24,24,25,25,26,27,28,30,32,33,35,36,36,37,37
-8,-6,-3,0,3,6,8,11,13,16,17,19,20,20,21,21,21,21,20,19,17,14,12,9,7,5,2,0,-2,-3,-5,-6,-6,-6,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,5,6,7,7,8,9,10,11,13,14,15,16,16,17,18,18,19,19,20,21,22,23,24,25,27,28,29,31,32,33,34,35,36,36,36,36,35,35,34,34,33,32,31,29,28,27,27,26,26,25,25,25,25,25,26,27,28,29,30,32,34,35,36,36,36,36,36
-7,-4,-2,1,4,7,10,13,16,18,20,21,22,22,22,22,21,21,21,20,19,17,14,11,9,6,4,1,-1,-3,-5,-6,-7,-7,-7,-6,-5,-3,-2,0,1,2,3,4,6,7,8,8,9,10,11,12,13,13,14,15,16,17,18,19,20,20,21,22,22,23,24,25,26,27,28,29,30,31,32,33,34,35,35,35,35,35,35,34,34,33,32,31,30,29,28,27,27,26,26,26,26,26,27,27,28,29,30,31,33,34,35,36,37,37,37,37,37
-6,-3,0,3,6,9,13,16,18,21,22,23,23,23,23,22,22,22,21,21,20,19,17,14,11,8,6,3,0,-2,-4,-6,-7,-7,-6,-5,-4,-3,-1,1,2,4,5,6,7,8,9,10,11,12,14,15,16,16,17,18,19,19,20,21,22,22,23,24,25,25,26,27,28,29,29,30,31,31,32,32,33,33,34,34,35,34,34,33,33,32,32,31,30,29,28,27,26,26,26,27,27,27,28,29,30,31,32,33,35,36,36,37,37,37,37,37,38
-4,-1,2,5,8,12,15,18,20,22,23,23,23,23,23,23,22,22,22,22,21,21,19,17,14,11,8,5,3,0,-2,-4,-5,-6,-5,-4,-3,-1,0,2,4,5,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,22,23,24,24,25,26,26,27,28,28,29,29,30,30,31,31,31,31,31,32,32,33,33,33,33,33,32,31,31,31,30,29,29,28,27,27,26,26,27,27,28,29,30,31,32,34,35,36,37,37,37,37,38,38,38,38
-2,1,5,8,11,14,17,20,22,23,23,23,23,23,23,23,23,23,23,23,23,22,21,20,17,15,11,8,6,3,1,-1,-3,-3,-3,-2,-1,1,3,4,6,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,27,28,28,29,29,30,30,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,31,30,30,29,29,29,28,28,27,27,27,27,27,27,28,29,30,31,32,33,35,36,37,37,37,38,38,39,39,39,39
1,4,7,10,13,17,20,22,23,24,24,23,23,23,23,23,23,23,24,24,24,24,23,22,21,18,15,12,10,7,5,3,1,0,0,1,2,4,6,7,9,10,11,12,14,15,15,16,17,18,19,20,22,23,23,25,26,27,28,29,29,30,30,31,31,31,32,32,33,33,33,33,34,34,34,34,33,33,33,32,31,30,29,28,28,27,27,27,27,27,27,27,27,27,27,27,28,29,30,32,33,34,35,36,37,37,38,38,39,40,40,40,40
3,6,10,13,16,19,22,24,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,24,22,20,17,14,12,10,9,7,6,5,6,6,8,9,11,12,13,14,15,16,17,18,18,19,20,21,22,23,24,25,26,27,28,29,30,31,31,32,32,32,33,33,33,34,35,35,36,36,37,37,37,37,36,34,33,31,30,29,27,26,25,25,24,24,25,25,26,26,27,27,28,28,29,30,32,33,34,35,36,37,37,38,39,40,41,41,41,40
5,9,12,16,19,22,24,25,26,26,25,25,24,24,24,24,25,25,26,26,26,26,27,27,27,26,25,22,19,18,16,15,14,13,12,12,12,13,14,15,16,16,17,18,18,19,20,20,21,21,22,23,24,25,26,27,28,29,30,31,31,31,32,33,33,33,34,35,36,36,37,38,39,40,40,40,40,38,36,34,32,31,29,27,25,24,23,22,22,23,23,24,25,26,27,27,28,29,30,31,32,33,35,36,37,38,39,41,41,42,41,40,38
8,11,15,19,22,24,26,27,27,26,26,25,25,24,24,24,25,25,26,27,27,27,28,28,29,29,29,27,25,24,22,21,21,20,19,18,18,18,18,19,19,20,20,20,21,21,21,22,22,23,24,24,25,26,26,27,28,29,30,31,31,31,32,32,33,34,35,36,37,38,39,40,41,42,42,42,41,40,38,36,33,31,29,27,25,23,22,21,21,21,22,23,24,25,26,26,27,28,29,31,32,33,35,36,38,39,41,41,41,41,39,37,34
10,14,18,22,25,26,27,28,27,27,27,26,25,24,24,23,24,25,26,27,27,28,28,29,30,31,31,32,31,30,28,27,27,26,25,25,24,24,24,23,23,23,23,23,23,23,23,23,24,24,24,25,26,26,27,27,28,28,29,30,30,30,31,32,33,34,35,37,38,39,40,41,42,43,43,42,41,40,38,36,34,32,30,28,26,24,22,21,21,21,22,22,23,24,25,26,27,28,29,31,32,34,36,37,39,40,41,40,39,37,35,32,29
13,16,21,25,27,28,28,29,28,28,28,27,26,24,23,23,23,24,25,26,27,28,28,29,30,31,32,34,35,35,34,34,33,32,31,31,30,29,29,28,27,26,26,25,24,24,24,24,24,24,24,25,25,26,26,26,27,27,27,28,28,29,30,31,32,34,35,37,39,40,41,42,43,43,42,41,39,38,36,35,33,32,30,28,27,25,23,22,21,21,22,23,23,24,25,26,27,28,30,31,33,35,37,38,39,39,38,37,35,32,30,27,25
16,19,23,27,29,30,30,30,30,29,29,28,26,25,24,23,23,23,25,26,27,28,28,29,30,31,32,34,36,37,38,38,38,38,37,36,35,34,33,32,30,29,27,26,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26,27,28,30,31,33,36,38,40,41,42,42,42,41,40,38,37,35,34,33,32,31,29,28,26,25,24,23,22,22,23,23,24,25,25,26,27,28,30,32,34,35,37,37,37,36,34,32,30,27,25,22,20
18,22,26,29,31,31,31,31,31,31,30,29,27,25,24,23,22,23,24,25,26,27,28,29,30,31,32,33,35,37,38,40,41,41,40,40,39,38,36,34,32,30,28,26,25,24,24,23,23,23,23,23,23,23,23,23,22,22,23,23,25,26,27,29,31,35,38,40,41,41,42,41,40,39,37,35,34,32,31,31,30,29,28,26,25,25,24,24,23,23,24,24,24,25,25,26,27,29,30,32,34,35,35,35,34,32,30,27,24,22,20,17,15
21,25,28,31,33,33,33,33,32,32,31,30,28,26,24,23,22,22,23,23,25,26,27,28,29,30,31,32,34,35,37,38,39,40,40,40,39,38,37,35,32,30,28,27,25,24,24,23,22,22,22,22,22,21,21,20,20,20,20,21,23,24,26,29,33,37,39,39,39,39,39,38,37,36,34,33,32,31,30,29,28,27,26,25,24,24,24,24,23,24,24,24,24,25,25,26,27,29,31,32,33,34,33,32,29,27,25,22,19,17,15,13,11
23,27,30,33,34,35,35,35,34,34,33,31,29,26,24,23,22,21,21,21,22,23,24,25,27,28,29,31,32,34,35,36,37,38,38,38,38,37,35,34,32,30,28,26,25,24,23,22,21,21,21,21,20,19,19,18,18,18,19,20,21,23,27,31,34,36,36,35,35,35,35,35,34,33,32,31,30,30,29,28,27,26,25,23,23,22,22,22,23,23,23,23,24,24,25,26,28,29,31,32,32,31,29,27,25,22,20,17,15,13,11,10,8
26,29,32,35,37,37,37,37,36,36,35,32,30,27,24,22,20,19,19,19,19,20,21,22,23,25,26,28,29,31,32,34,35,36,36,36,36,35,34,32,30,29,27,26,24,23,22,21,20,20,19,19,18,17,16,16,16,16,17,18,20,23,27,30,31,31,31,31,30,30,30,30,30,29,29,28,28,28,28,28,27,26,24,23,22,21,21,21,21,22,22,23,24,25,26,27,28,30,30,30,29,28,25,23,20,18,16,13,11,10,8,7,6
28,31,35,37,39,39,39,39,38,38,36,34,31,27,24,21,19,17,16,16,16,17,18,18,20,21,22,24,25,27,29,30,31,32,33,34,33,33,32,31,29,28,27,25,24,23,22,20,19,19,18,17,16,15,15,14,14,14,15,16,19,23,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,26,26,26,26,26,24,22,21,20,20,20,21,21,22,23,24,25,27,28,29,29,29,28,26,24,21,19,17,14,12,10,8,7,5,4,4
31,34,37,40,41,42,41,41,40,39,38,36,32,28,24,20,17,15,14,14,14,14,15,16,17,18,20,21,23,24,26,27,28,29,30,31,31,31,30,29,28,27,26,25,24,23,21,20,19,18,17,16,15,14,13,13,13,13,13,15,18,21,22,21,21,22,22,22,22,22,22,22,22,22,22,22,23,23,24,24,25,25,24,23,21,20,20,20,21,21,22,23,25,26,27,28,28,28,27,25,22,20,18,16,13,11,9,7,5,4,2,1,1
35,37,40,43,44,44,44,44,43,42,40,38,34,29,24,19,16,13,12,12,12,13,14,15,16,18,19,20,22,23,24,26,27,28,29,29,29,29,28,28,27,26,26,25,24,23,22,20,19,18,17,16,14,13,12,12,12,12,12,13,16,17,16,17,18,20,20,20,19,18,18,18,18,19,19,20,21,21,21,22,22,23,23,23,22,21,20,20,21,22,23,24,25,26,27,27,27,25,24,21,19,17,15,13,11,9,6,4,2,1,-1,-2,-2
39,41,43,46,47,48,47,47,46,45,43,41,36,31,25,19,15,12,11,11,11,12,13,14,16,17,19,20,22,23,25,26,27,27,28,28,28,28,28,27,27,26,26,25,24,24,22,21,20,18,17,16,14,13,12,11,11,11,11,11,12,12,13,14,17,18,18,18,17,16,16,16,15,16,16,17,18,19,19,20,20,21,21,22,22,22,22,22,22,23,24,25,25,26,26,25,24,23,21,18,16,14,12,10,8,6,4,2,0,-2,-3,-3,-1
45,46,48,50,51,51,51,50,49,48,47,44,40,34,27,21,15,12,10,9,9,10,11,13,15,17,19,20,22,24,25,26,27,27,28,28,28,28,28,27,27,27,27,26,26,25,24,23,22,20,18,17,15,13,12,11,11,10,9,9,9,9,11,13,16,17,17,16,14,13,13,13,12,12,13,14,15,16,16,17,18,19,19,20,21,22,23,23,24,24,24,24,25,24,24,23,21,20,18,16,14,12,10,8,6,4,2,0,-2,-3,-2,1,5
51,52,53,55,55,54,54,53,52,50,49,46,43,37,30,23,16,12,9,8,8,9,10,12,14,17,19,22,24,25,27,28,28,29,29,29,29,29,28,28,28,28,28,28,28,28,27,26,25,23,21,19,16,14,13,12,11,10,8,7,6,8,10,13,15,16,15,14,12,12,11,10,10,9,10,11,12,13,13,14,15,17,18,19,20,22,23,24,24,24,24,24,23,22,21,20,19,18,16,14,13,11,9,7,5,3,1,-1,-1,1,4,8,13
57,57,58,59,59,58,57,56,54,52,50,47,44,40,34,26,19,13,9,8,8,8,10,12,15,19,22,25,27,29,30,31,31,32,32,32,32,31,31,31,30,31,31,31,31,32,31,31,29,27,25,22,19,17,15,13,11,9,8,7,5,7,11,13,15,14,13,12,12,12,12,11,10,10,9,9,10,11,11,12,13,15,16,18,19,21,22,23,24,24,24,23,22,21,20,19,18,16,15,13,12,10,8,7,5,3,2,1,3,6,10,15,21
61,61,61,61,61,60,58,56,54,52,49,47,44,41,36,30,22,15,10,8,7,8,10,13,17,21,24,27,29,30,32,32,33,34,34,34,35,35,35,35,35,35,35,35,35,36,36,36,35,33,30,27,24,20,17,15,12,10,8,7,5,8,11,13,13,12,11,11,11,12,12,12,12,12,11,11,11,10,10,11,12,13,15,17,19,20,21,22,23,23,23,22,21,20,20,18,17,16,14,13,11,10,8,7,5,4,4,6,8,12,17,22,27
